x-axis,1,2
second,Volt,Volt
-20.00000E-03,-3.01508E-03,-0.0E+00
-19.97500E-03,-3.01508E-03,+0.0E+00
-19.95000E-03,-3.01508E-03,+804.02E-06
-19.92500E-03,-3.01508E-03,+804.02E-06
-19.90000E-03,-3.01508E-03,+804.02E-06
-19.87500E-03,-3.01508E-03,+0.0E+00
-19.85000E-03,-3.01508E-03,+0.0E+00
-19.82500E-03,+1.00502E-03,+1.60804E-03
-19.80000E-03,+1.00502E-03,+804.02E-06
-19.77500E-03,+1.00502E-03,+0.0E+00
-19.75000E-03,+1.00502E-03,+1.60804E-03
-19.72500E-03,+1.00502E-03,+1.60804E-03
-19.70000E-03,-3.01508E-03,+804.02E-06
-19.67500E-03,-3.01508E-03,+0.0E+00
-19.65000E-03,-3.01508E-03,+0.0E+00
-19.62500E-03,-3.01508E-03,+0.0E+00
-19.60000E-03,-3.01508E-03,+0.0E+00
-19.57500E-03,-3.01508E-03,+804.02E-06
-19.55000E-03,+1.00502E-03,+1.60804E-03
-19.52500E-03,-3.01508E-03,+1.60804E-03
-19.50000E-03,-3.01508E-03,+0.0E+00
-19.47500E-03,-3.01508E-03,+1.60804E-03
-19.45000E-03,+1.00502E-03,+1.60804E-03
-19.42500E-03,-3.01508E-03,+1.60804E-03
-19.40000E-03,-3.01508E-03,+804.02E-06
-19.37500E-03,-3.01508E-03,+804.02E-06
-19.35000E-03,-3.01508E-03,+804.02E-06
-19.32500E-03,-3.01508E-03,-804.02E-06
-19.30000E-03,-3.01508E-03,-804.02E-06
-19.27500E-03,-7.03518E-03,+0.0E+00
-19.25000E-03,+1.00502E-03,+0.0E+00
-19.22500E-03,-3.01508E-03,+1.60804E-03
-19.20000E-03,-3.01508E-03,+1.60804E-03
-19.17500E-03,+1.00502E-03,+804.02E-06
-19.15000E-03,-3.01508E-03,+0.0E+00
-19.12500E-03,+1.00502E-03,+0.0E+00
-19.10000E-03,-3.01508E-03,+0.0E+00
-19.07500E-03,-3.01508E-03,-1.60804E-03
-19.05000E-03,-3.01508E-03,-804.02E-06
-19.02500E-03,-3.01508E-03,+0.0E+00
-19.00000E-03,-3.01508E-03,+1.60804E-03
-18.97500E-03,-3.01508E-03,+0.0E+00
-18.95000E-03,-3.01508E-03,+0.0E+00
-18.92500E-03,-3.01508E-03,+804.02E-06
-18.90000E-03,-3.01508E-03,+804.02E-06
-18.87500E-03,-7.03518E-03,+804.02E-06
-18.85000E-03,-3.01508E-03,+1.60804E-03
-18.82500E-03,+1.00502E-03,+804.02E-06
